country,iso3,region,subregion,sector,fo_base_score,lmic_calibrated_score,calibration_factor,risk_label_global,risk_label_lmic,task_routine,task_cognitive,task_manual,informal_economy_pct,internet_penetration_pct,avg_wage_usd_month,source
Morocco,MAR,MENA,North Africa,transport,0.78,0.562,0.72,High,Medium,0.7,0.32,0.72,46.8,84.1,540,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Morocco,MAR,MENA,North Africa,financial_svcs,0.72,0.518,0.72,High,Medium,0.76,0.62,0.08,46.8,84.1,540,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Morocco,MAR,MENA,North Africa,education,0.02,0.014,0.72,Low,Low,0.12,0.9,0.22,46.8,84.1,540,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Morocco,MAR,MENA,North Africa,domestic_svcs,0.28,0.202,0.72,Low,Low,0.32,0.28,0.8,46.8,84.1,540,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,agriculture,0.68,0.476,0.7,High,Medium,0.72,0.28,0.88,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,trade_retail,0.89,0.623,0.7,High,High,0.82,0.32,0.42,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,construction,0.71,0.497,0.7,High,Medium,0.64,0.28,0.88,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,ict_services,0.38,0.323,0.7,Medium,Medium,0.28,0.88,0.15,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,manufacturing,0.88,0.616,0.7,High,High,0.86,0.22,0.78,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,health_social,0.18,0.126,0.7,Low,Low,0.22,0.82,0.58,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,transport,0.78,0.546,0.7,High,Medium,0.7,0.32,0.72,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,financial_svcs,0.72,0.504,0.7,High,Medium,0.76,0.62,0.08,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,education,0.02,0.014,0.7,Low,Low,0.12,0.9,0.22,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Egypt,EGY,MENA,North Africa,domestic_svcs,0.28,0.196,0.7,Low,Low,0.32,0.28,0.8,52.1,71.9,420,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,agriculture,0.68,0.49,0.72,High,Medium,0.72,0.28,0.88,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,trade_retail,0.89,0.641,0.72,High,High,0.82,0.32,0.42,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,construction,0.71,0.511,0.72,High,Medium,0.64,0.28,0.88,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,ict_services,0.38,0.331,0.72,Medium,Medium,0.28,0.88,0.15,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,manufacturing,0.88,0.634,0.72,High,High,0.86,0.22,0.78,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,health_social,0.18,0.13,0.72,Low,Low,0.22,0.82,0.58,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,transport,0.78,0.562,0.72,High,Medium,0.7,0.32,0.72,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,financial_svcs,0.72,0.518,0.72,High,Medium,0.76,0.62,0.08,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,education,0.02,0.014,0.72,Low,Low,0.12,0.9,0.22,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Tunisia,TUN,MENA,North Africa,domestic_svcs,0.28,0.202,0.72,Low,Low,0.32,0.28,0.8,44.8,66.4,480,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,agriculture,0.68,0.496,0.73,High,Medium,0.72,0.28,0.88,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,trade_retail,0.89,0.65,0.73,High,High,0.82,0.32,0.42,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,construction,0.71,0.518,0.73,High,Medium,0.64,0.28,0.88,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,ict_services,0.38,0.334,0.73,Medium,Medium,0.28,0.88,0.15,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,manufacturing,0.88,0.642,0.73,High,High,0.86,0.22,0.78,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,health_social,0.18,0.131,0.73,Low,Low,0.22,0.82,0.58,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,transport,0.78,0.569,0.73,High,Medium,0.7,0.32,0.72,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,financial_svcs,0.72,0.526,0.73,High,Medium,0.76,0.62,0.08,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,education,0.02,0.015,0.73,Low,Low,0.12,0.9,0.22,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Jordan,JOR,MENA,Levant,domestic_svcs,0.28,0.204,0.73,Low,Low,0.32,0.28,0.8,48.2,66.0,560,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,agriculture,0.68,0.53,0.78,High,Medium,0.72,0.28,0.88,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,trade_retail,0.89,0.694,0.78,High,High,0.82,0.32,0.42,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,construction,0.71,0.554,0.78,High,Medium,0.64,0.28,0.88,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,ict_services,0.38,0.353,0.78,Medium,Medium,0.28,0.88,0.15,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,manufacturing,0.88,0.686,0.78,High,High,0.86,0.22,0.78,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,health_social,0.18,0.14,0.78,Low,Low,0.22,0.82,0.58,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,transport,0.78,0.608,0.78,High,High,0.7,0.32,0.72,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,financial_svcs,0.72,0.562,0.78,High,Medium,0.76,0.62,0.08,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,education,0.02,0.016,0.78,Low,Low,0.12,0.9,0.22,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Colombia,COL,Latin America,South America,domestic_svcs,0.28,0.218,0.78,Low,Low,0.32,0.28,0.8,58.2,73.0,580,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,agriculture,0.68,0.517,0.76,High,Medium,0.72,0.28,0.88,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,trade_retail,0.89,0.676,0.76,High,High,0.82,0.32,0.42,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,construction,0.71,0.54,0.76,High,Medium,0.64,0.28,0.88,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,ict_services,0.38,0.346,0.76,Medium,Medium,0.28,0.88,0.15,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,manufacturing,0.88,0.669,0.76,High,High,0.86,0.22,0.78,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,health_social,0.18,0.137,0.76,Low,Low,0.22,0.82,0.58,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,transport,0.78,0.593,0.76,High,Medium,0.7,0.32,0.72,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,financial_svcs,0.72,0.547,0.76,High,Medium,0.76,0.62,0.08,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,education,0.02,0.015,0.76,Low,Low,0.12,0.9,0.22,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Peru,PER,Latin America,South America,domestic_svcs,0.28,0.213,0.76,Low,Low,0.32,0.28,0.8,62.4,71.6,520,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,agriculture,0.68,0.462,0.68,High,Medium,0.72,0.28,0.88,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,trade_retail,0.89,0.454,0.68,High,Medium,0.82,0.32,0.42,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,construction,0.71,0.483,0.68,High,Medium,0.64,0.28,0.88,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,ict_services,0.38,0.315,0.68,Medium,Medium,0.28,0.88,0.15,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,manufacturing,0.88,0.598,0.68,High,Medium,0.86,0.22,0.78,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,health_social,0.18,0.122,0.68,Low,Low,0.22,0.82,0.58,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,transport,0.78,0.53,0.68,High,Medium,0.7,0.32,0.72,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,financial_svcs,0.72,0.49,0.68,High,Medium,0.76,0.62,0.08,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,education,0.02,0.014,0.68,Low,Low,0.12,0.9,0.22,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Bolivia,BOL,Latin America,South America,domestic_svcs,0.28,0.19,0.68,Low,Low,0.32,0.28,0.8,68.4,54.0,360,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,agriculture,0.68,0.462,0.68,High,Medium,0.72,0.28,0.88,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,trade_retail,0.89,0.454,0.68,High,Medium,0.82,0.32,0.42,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,construction,0.71,0.483,0.68,High,Medium,0.64,0.28,0.88,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,ict_services,0.38,0.315,0.68,Medium,Medium,0.28,0.88,0.15,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,manufacturing,0.88,0.598,0.68,High,Medium,0.86,0.22,0.78,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,health_social,0.18,0.122,0.68,Low,Low,0.22,0.82,0.58,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,transport,0.78,0.53,0.68,High,Medium,0.7,0.32,0.72,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,financial_svcs,0.72,0.49,0.68,High,Medium,0.76,0.62,0.08,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,education,0.02,0.014,0.68,Low,Low,0.12,0.9,0.22,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Honduras,HND,Latin America,Central America,domestic_svcs,0.28,0.19,0.68,Low,Low,0.32,0.28,0.8,72.4,32.0,320,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,agriculture,0.68,0.248,0.52,High,Low,0.72,0.28,0.88,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,trade_retail,0.89,0.347,0.52,High,Medium,0.82,0.32,0.42,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,construction,0.71,0.369,0.52,High,Medium,0.64,0.28,0.88,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,ict_services,0.38,0.255,0.52,Medium,Low,0.28,0.88,0.15,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,manufacturing,0.88,0.375,0.52,High,Medium,0.86,0.22,0.78,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,health_social,0.18,0.094,0.52,Low,Low,0.22,0.82,0.58,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,transport,0.78,0.406,0.52,High,Medium,0.7,0.32,0.72,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,financial_svcs,0.72,0.374,0.52,High,Medium,0.76,0.62,0.08,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,education,0.02,0.01,0.52,Low,Low,0.12,0.9,0.22,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Haiti,HTI,Latin America,Caribbean,domestic_svcs,0.28,0.146,0.52,Low,Low,0.32,0.28,0.8,86.4,14.0,120,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,agriculture,0.68,0.462,0.68,High,Medium,0.72,0.28,0.88,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,trade_retail,0.89,0.605,0.68,High,High,0.82,0.32,0.42,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,construction,0.71,0.483,0.68,High,Medium,0.64,0.28,0.88,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,ict_services,0.38,0.315,0.68,Medium,Medium,0.28,0.88,0.15,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,manufacturing,0.88,0.598,0.68,High,Medium,0.86,0.22,0.78,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,health_social,0.18,0.122,0.68,Low,Low,0.22,0.82,0.58,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,transport,0.78,0.53,0.68,High,Medium,0.7,0.32,0.72,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,financial_svcs,0.72,0.49,0.68,High,Medium,0.76,0.62,0.08,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,education,0.02,0.014,0.68,Low,Low,0.12,0.9,0.22,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Uzbekistan,UZB,Central Asia,Central Asia,domestic_svcs,0.28,0.19,0.68,Low,Low,0.32,0.28,0.8,58.4,54.8,340,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,agriculture,0.68,0.305,0.64,High,Medium,0.72,0.28,0.88,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,trade_retail,0.89,0.57,0.64,High,Medium,0.82,0.32,0.42,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,construction,0.71,0.454,0.64,High,Medium,0.64,0.28,0.88,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,ict_services,0.38,0.3,0.64,Medium,Medium,0.28,0.88,0.15,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,manufacturing,0.88,0.563,0.64,High,Medium,0.86,0.22,0.78,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,health_social,0.18,0.115,0.64,Low,Low,0.22,0.82,0.58,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,transport,0.78,0.499,0.64,High,Medium,0.7,0.32,0.72,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,financial_svcs,0.72,0.461,0.64,High,Medium,0.76,0.62,0.08,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,education,0.02,0.013,0.64,Low,Low,0.12,0.9,0.22,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
Kyrgyzstan,KGZ,Central Asia,Central Asia,domestic_svcs,0.28,0.179,0.64,Low,Low,0.32,0.28,0.8,62.8,48.6,280,Frey-Osborne 2017 + ILO Task Indices + World Bank STEP + ITU 2023
